"iso_id","region","load_date","load_forecast","weather_date","temperature_celsius"
4,"ISO","2024-08-31 20:00:00+00","119165","2024-08-31 20:00:00+00","27.780335438357497"
4,"ISO","2024-08-31 21:00:00+00","119999","2024-08-31 21:00:00+00","27.660485802099913"
4,"ISO","2024-08-31 22:00:00+00","118293","2024-08-31 22:00:00+00","27.203263778508926"
4,"ISO","2024-08-31 23:00:00+00","114113","2024-08-31 23:00:00+00","26.29507573029781"
4,"ISO","2024-09-01 00:00:00+00","110232","2024-09-01 00:00:00+00","24.997940727990397"
4,"ISO","2024-09-01 01:00:00+00","105663","2024-09-01 01:00:00+00","23.850866459622864"
4,"ISO","2024-09-01 02:00:00+00","99513","2024-09-01 02:00:00+00","23.00311539936439"
4,"ISO","2024-09-01 03:00:00+00","93269","2024-09-01 03:00:00+00","22.447529075164027"
4,"ISO","2024-09-01 04:00:00+00","88185","2024-09-01 04:00:00+00","22.20274912079111"
4,"ISO","2024-09-01 05:00:00+00","83899","2024-09-01 05:00:00+00","21.804470580147438"
4,"ISO","2024-09-01 06:00:00+00","80599","2024-09-01 06:00:00+00","21.500676341835117"
4,"ISO","2024-09-01 07:00:00+00","78657","2024-09-01 07:00:00+00","21.28380207965182"
4,"ISO","2024-09-01 08:00:00+00","77480","2024-09-01 08:00:00+00","21.084593745896427"
4,"ISO","2024-09-01 09:00:00+00","77102","2024-09-01 09:00:00+00","20.861481908636165"
4,"ISO","2024-09-01 10:00:00+00","77630","2024-09-01 10:00:00+00","20.66038395725502"
4,"ISO","2024-09-01 11:00:00+00","79046","2024-09-01 11:00:00+00","20.48473165786646"
4,"ISO","2024-09-01 12:00:00+00","83129","2024-09-01 12:00:00+00","21.12780813658418"
4,"ISO","2024-09-01 13:00:00+00","88042","2024-09-01 13:00:00+00","22.572411909564437"
4,"ISO","2024-09-01 14:00:00+00","93195","2024-09-01 14:00:00+00","23.86591160695326"
4,"ISO","2024-09-01 15:00:00+00","98412","2024-09-01 15:00:00+00","25.081745558614386"
4,"ISO","2024-09-01 16:00:00+00","103075","2024-09-01 16:00:00+00","26.2656087617014"
4,"ISO","2024-09-01 17:00:00+00","107148","2024-09-01 17:00:00+00","27.149391140873092"
4,"ISO","2024-09-01 18:00:00+00","110302","2024-09-01 18:00:00+00","27.674329489314232"
4,"ISO","2024-09-01 19:00:00+00","112683","2024-09-01 19:00:00+00","27.911881747429675"
4,"ISO","2024-09-01 20:00:00+00","113927","2024-09-01 20:00:00+00","27.99877099780832"
4,"ISO","2024-09-01 21:00:00+00","114152","2024-09-01 21:00:00+00","27.537540490038907"
4,"ISO","2024-09-01 22:00:00+00","112659","2024-09-01 22:00:00+00","26.672161416169274"
4,"ISO","2024-09-01 23:00:00+00","109244","2024-09-01 23:00:00+00","25.470756748312397"
4,"ISO","2024-09-02 00:00:00+00","106292","2024-09-02 00:00:00+00","23.74199797822706"
4,"ISO","2024-09-02 01:00:00+00","101570","2024-09-02 01:00:00+00","22.643838986035234"
4,"ISO","2024-09-02 02:00:00+00","95325","2024-09-02 02:00:00+00","21.92201938046071"
4,"ISO","2024-09-02 03:00:00+00","89376","2024-09-02 03:00:00+00","21.304053230245017"
4,"ISO","2024-09-02 04:00:00+00","81665","2024-09-02 04:00:00+00","20.94556415815947"
4,"ISO","2024-09-02 05:00:00+00","77480","2024-09-02 05:00:00+00","20.284704604645412"
4,"ISO","2024-09-02 06:00:00+00","74548","2024-09-02 06:00:00+00","19.63608655650694"
4,"ISO","2024-09-02 07:00:00+00","72355","2024-09-02 07:00:00+00","19.01964700055396"
4,"ISO","2024-09-02 08:00:00+00","71280","2024-09-02 08:00:00+00","18.411575670269315"
4,"ISO","2024-09-02 09:00:00+00","71136","2024-09-02 09:00:00+00","17.787896221193478"
4,"ISO","2024-09-02 10:00:00+00","71692","2024-09-02 10:00:00+00","17.22885818769265"
4,"ISO","2024-09-02 11:00:00+00","73030","2024-09-02 11:00:00+00","16.749667968721667"
4,"ISO","2024-09-02 12:00:00+00","76300","2024-09-02 12:00:00+00","17.297586245054447"
4,"ISO","2024-09-02 13:00:00+00","79947","2024-09-02 13:00:00+00","18.635819190796497"
4,"ISO","2024-09-02 14:00:00+00","83148","2024-09-02 14:00:00+00","19.879485216275725"
4,"ISO","2024-09-02 15:00:00+00","86151","2024-09-02 15:00:00+00","21.03608824823681"
4,"ISO","2024-09-02 16:00:00+00","88921","2024-09-02 16:00:00+00","22.076675402567048"
4,"ISO","2024-09-02 17:00:00+00","91354","2024-09-02 17:00:00+00","22.88711532127462"
4,"ISO","2024-09-02 18:00:00+00","93578","2024-09-02 18:00:00+00","23.47821571769697"
4,"ISO","2024-09-02 19:00:00+00","95536","2024-09-02 19:00:00+00","23.864033636376405"
4,"ISO","2024-09-02 20:00:00+00","97383","2024-09-02 20:00:00+00","24.01480584866573"
4,"ISO","2024-09-02 21:00:00+00","98520","2024-09-02 21:00:00+00","23.75279929444372"
4,"ISO","2024-09-02 22:00:00+00","98034","2024-09-02 22:00:00+00","23.08728665112551"
4,"ISO","2024-09-02 23:00:00+00","96287","2024-09-02 23:00:00+00","21.828842153622645"
4,"ISO","2024-09-03 00:00:00+00","93625","2024-09-03 00:00:00+00","20.10030955994432"
4,"ISO","2024-09-03 01:00:00+00","89722","2024-09-03 01:00:00+00","18.807480333027"
4,"ISO","2024-09-03 02:00:00+00","84233","2024-09-03 02:00:00+00","17.846157955655542"
4,"ISO","2024-09-03 03:00:00+00","78225","2024-09-03 03:00:00+00","17.0542658141145"
4,"ISO","2024-09-03 04:00:00+00","75754","2024-09-03 04:00:00+00","16.41171312079041"
4,"ISO","2024-09-03 05:00:00+00","72247","2024-09-03 05:00:00+00","15.745657979166367"
4,"ISO","2024-09-03 06:00:00+00","70106","2024-09-03 06:00:00+00","15.12302871563196"
4,"ISO","2024-09-03 07:00:00+00","68952","2024-09-03 07:00:00+00","14.517592839010376"
4,"ISO","2024-09-03 08:00:00+00","69355","2024-09-03 08:00:00+00","13.938565232874566"
4,"ISO","2024-09-03 09:00:00+00","72097","2024-09-03 09:00:00+00","13.380394907881907"
4,"ISO","2024-09-03 10:00:00+00","76938","2024-09-03 10:00:00+00","12.855068291452653"
4,"ISO","2024-09-03 11:00:00+00","80408","2024-09-03 11:00:00+00","12.445201806843556"
4,"ISO","2024-09-03 12:00:00+00","82554","2024-09-03 12:00:00+00","13.72547393848538"
4,"ISO","2024-09-03 13:00:00+00","84218","2024-09-03 13:00:00+00","16.018376602445755"
4,"ISO","2024-09-03 14:00:00+00","86280","2024-09-03 14:00:00+00","17.937616405773042"
4,"ISO","2024-09-03 15:00:00+00","88149","2024-09-03 15:00:00+00","19.62551018957805"
4,"ISO","2024-09-03 16:00:00+00","90401","2024-09-03 16:00:00+00","21.025239026620454"
4,"ISO","2024-09-03 17:00:00+00","92906","2024-09-03 17:00:00+00","22.092773292809056"
4,"ISO","2024-09-03 18:00:00+00","95008","2024-09-03 18:00:00+00","22.892023216573648"
4,"ISO","2024-09-03 19:00:00+00","97075","2024-09-03 19:00:00+00","23.470166372744757"
4,"ISO","2024-09-03 20:00:00+00","99323","2024-09-03 20:00:00+00","23.798652657194395"
4,"ISO","2024-09-03 21:00:00+00","100795","2024-09-03 21:00:00+00","23.7734424765909"
4,"ISO","2024-09-03 22:00:00+00","100136","2024-09-03 22:00:00+00","23.36133710717371"
4,"ISO","2024-09-03 23:00:00+00","98080","2024-09-03 23:00:00+00","22.194674407340187"
4,"ISO","2024-09-04 00:00:00+00","95908","2024-09-04 00:00:00+00","20.075976377476593"
4,"ISO","2024-09-04 01:00:00+00","92015","2024-09-04 01:00:00+00","18.608267574908098"
4,"ISO","2024-09-04 02:00:00+00","86069","2024-09-04 02:00:00+00","17.563157862116668"
4,"ISO","2024-09-04 03:00:00+00","80026","2024-09-04 03:00:00+00","16.784935054345794"
4,"ISO","2024-09-04 04:00:00+00","74543","2024-09-04 04:00:00+00","16.08021293716149"
4,"ISO","2024-09-04 05:00:00+00","71161","2024-09-04 05:00:00+00","15.492054212431412"
4,"ISO","2024-09-04 06:00:00+00","69086","2024-09-04 06:00:00+00","14.97432194317821"
4,"ISO","2024-09-04 07:00:00+00","68046","2024-09-04 07:00:00+00","14.47659397010608"
4,"ISO","2024-09-04 08:00:00+00","68579","2024-09-04 08:00:00+00","14.008868422942612"
4,"ISO","2024-09-04 09:00:00+00","71459","2024-09-04 09:00:00+00","13.573593223861224"
4,"ISO","2024-09-04 10:00:00+00","76306","2024-09-04 10:00:00+00","13.188790217694418"
4,"ISO","2024-09-04 11:00:00+00","80010","2024-09-04 11:00:00+00","12.909426053303378"
4,"ISO","2024-09-04 12:00:00+00","82255","2024-09-04 12:00:00+00","14.302511530889774"
4,"ISO","2024-09-04 13:00:00+00","84019","2024-09-04 13:00:00+00","17.401227361018755"
4,"ISO","2024-09-04 14:00:00+00","86209","2024-09-04 14:00:00+00","19.913514375182274"
4,"ISO","2024-09-04 15:00:00+00","88866","2024-09-04 15:00:00+00","21.914125257856313"
4,"ISO","2024-09-04 16:00:00+00","91876","2024-09-04 16:00:00+00","23.540328799816393"
4,"ISO","2024-09-04 17:00:00+00","95315","2024-09-04 17:00:00+00","24.732232021404172"
4,"ISO","2024-09-04 18:00:00+00","98300","2024-09-04 18:00:00+00","25.539135842968562"
4,"ISO","2024-09-04 19:00:00+00","101108","2024-09-04 19:00:00+00","26.056839196818032"
4,"ISO","2024-09-04 20:00:00+00","103888","2024-09-04 20:00:00+00","26.24858976313601"
4,"ISO","2024-09-04 21:00:00+00","105645","2024-09-04 21:00:00+00","26.0654765416665"
4,"ISO","2024-09-04 22:00:00+00","104888","2024-09-04 22:00:00+00","25.466777016811932"
4,"ISO","2024-09-04 23:00:00+00","102381","2024-09-04 23:00:00+00","24.07720692088901"
4,"ISO","2024-09-05 00:00:00+00","99475","2024-09-05 00:00:00+00","21.97632653395368"
4,"ISO","2024-09-05 01:00:00+00","95126","2024-09-05 01:00:00+00","20.51643929644746"
4,"ISO","2024-09-05 02:00:00+00","88811","2024-09-05 02:00:00+00","19.452196932446554"
4,"ISO","2024-09-05 03:00:00+00","82391","2024-09-05 03:00:00+00","18.653682420833263"
4,"ISO","2024-09-05 04:00:00+00","77100","2024-09-05 04:00:00+00","17.528142688897333"
